Kanji,Reading,Meaning,Japanese Example,English Example
漁船,ぎょせん,fishing boat,漁船が海を漂っている。,The fishing boat is drifting on the sea.
漁村,ぎょそん,fishing village,その漁村は静かで美しい。,The fishing village is quiet and beautiful.
拒否,きょひ,"denial, rejection, refusal",彼は提案を拒否した。,He rejected the proposal.
許容,きょよう,"permission, pardon",過ちを許容する心が大切だ。,It is important to have a forgiving heart for mistakes.
清らか,きよらか,"clean, pure, chaste",清らかな心を持つ。,To have a pure and chaste heart.
きらびやか,きらびやか,"gorgeous, gaudy, dazzling",きらびやかなドレスを着た女性が会場に入場した。,A woman wearing a gorgeous dress entered the venue.
～きり,～きり,only,彼は毎朝コーヒーを１杯きり飲む。,He drinks only one cup of coffee every morning.
義理,ぎり,"debt of gratitude, obligation",義理のある友達には感謝の気持ちを持つことが大切だ。,It is important to have a sense of gratitude towards friends with obligations.
切替,きりかえ,"exchange, conversion, switchover",新しいシステムへの切替がスムーズに行われた。,The switch to the new system was smoothly executed.
気流,きりゅう,atmospheric current,気流が変わると天候も影響を受ける。,Changes in atmospheric currents also affect the weather.
切れ目,きれめ,"break, pause, gap",大きな切れ目ができてしまいました。,A big gap has appeared.
疑惑,ぎわく,"doubt, misgivings, suspicion",事件に関してはまだいくつかの疑惑が残っている。,There are still some suspicions remaining about the incident.
極めて,きわめて,"exceedingly, extremely (written expression)",その美術展は極めて興味深いものでした。,That art exhibition was extremely fascinating.
近眼,きんがん,nearsightedness,彼は近眼で、いつもメガネをかけている。,He is nearsighted and always wears glasses.
緊急,きんきゅう,"urgent, pressing, emergency",火災のため、緊急指令が発令された。,An emergency order was issued due to the fire.
近郊,きんこう,"suburbs, outskirts",都市の近郊には美しい自然が広がっている。,Beautiful nature spreads out in the suburbs of the city.
均衡,きんこう,"equilibrium, balance",生活と仕事の均衡を保つことが重要だ。,Maintaining a balance between life and work is important.
禁じる,きんじる,to prohibit,タバコを公共の場で禁じることが法律で決められている。,It is legally prohibited to smoke in public places.
勤勉,きんべん,"industry, diligence",勤勉な性格は成功への第一歩だ。,Diligence is the first step towards success.
吟味,ぎんみ,"examination, careful investigation",大切なお客様には吟味されたお料理を提供します。,We provide carefully selected dishes for our important customers.
勤務,きんむ,"service, duty, work",新しい職場での勤務がスタートしました。,Work at the new workplace has begun.
禁物,きんもつ,"taboo, forbidden thing",部屋での飲食は禁物です。,Eating and drinking in the room are forbidden.
勤労,きんろう,"labor, exertion, diligent service",彼は勤労を重んじる価値観を持っている。,He values diligence and labor.
クイズ,クイズ,quiz,その学校は毎週クイズ大会を開催している。,The school holds a quiz contest every week.
食い違う,くいちがう,"to cross each other, to differ",私たちの意見が食い違うことはよくある。,It's common for our opinions to differ.
空間,くうかん,"space, room, airspace",宇宙空間を旅する宇宙船。,A spaceship traveling through space.
空腹,くうふく,hunger,昼食の時間が近づくと空腹を感じる。,"As lunchtime approaches, I feel hungry."
区画,くかく,"division, section, area",町はいくつかの区画に分かれている。,The town is divided into several sections.
区間,くかん,section,区間運転中には各駅に停車します。,Trains will stop at each station during the section run.
茎,くき,stalk,野菜の茎を有効活用するレシピ。,Recipes that make effective use of vegetable stems.
区切り,くぎり,"an end, a stop, punctuation",この小説にはどこかで区切りをつけなければならない。,You have to put an end to this novel somewhere.
くぐる,くぐる,to pass through; to go around,その小道をくぐって進んでください。,Please pass through that path and go ahead.
くじ (～をひく),くじ (～をひく),"lottery, lot",くじ引きで素敵な景品を手に入れた。,I won a wonderful prize in the lottery.
くじびき,くじびき,"lottery, drawn lot",くじびきで大当たりを引くことができた。,I was able to draw a jackpot in the lottery.
くすぐったい,くすぐったい,ticklish,足の裏がくすぐったくて笑いが止まらない。,My soles are ticklish and I can't stop laughing.
愚痴,ぐち,"idle complaint, grumble",彼はいつも会社の愚痴をこぼしている。,He always complains about work at the company.
口吟む,くちずさむ,to humble,心の中で小さな歌を口ずさむ。,I hum a little song in my heart.
嘴,くちばし,"beak, bill",カラスの嘴はとても鋭い。,A crow's beak is very sharp.
朽ちる,くちる,to rot,放置された建物は年月とともに朽ちていった。,The abandoned building decayed over the years.
覆す,くつがえす,"to overturn, to upset, to overthrow",彼はその困難な状況を覆すために行動を起こした。,He took action to overcome the challenging situation.
くっきり,くっきり,"distinctly, clearly, boldly",コントラストの効いた写真で輪郭がくっきりとしている。,The outline is distinct in the high-contrast photo.
屈折,くっせつ,"bending, indentation, refraction",光が水面で屈折する様子を観察した。,Observed the refraction of light on the water surface.
ぐっと,ぐっと,"firmly, fast, more",ぐっとスイッチを押して電源をオンにした。,I firmly pressed the switch to turn on the power.
首飾り,くびかざり,necklace,彼女は美しいペンダントの首飾りを身につけている。,She is wearing a beautiful pendant necklace.
首輪,くびわ,"necklace, choker",飼い犬には首輪をつけることが義務とされている。,It is mandatory to put a collar on pet dogs.
組み込む,くみこむ,"to insert, to include, to cut in (printing)",プログラムに新しい機能を組み込む。,To insert new features into the program.
組み合わせる,くみあわせる,"to join together, to combine, to join up",AとBを組み合わせて新しい料理を作った。,I combined A and B to make a new dish.
