Kanji,Reading,Meaning,Japanese Example,English Example
暮らす,くらす,"to live, to get along",彼は田舎でのんびり暮らしている。,He lives a relaxed life in the countryside.
グラス,グラス,glass; grass,机の上にグラスが置いてあります。,There is a glass placed on the desk.
グランド,グランド,"gland, grand, (electrical) ground",公園の一角に遊技場があります。,There is a playground in one corner of the park.
クリーム,クリーム,cream,ケーキにクリームをたっぷりかけてください。,Please put plenty of cream on the cake.
繰り返す,くりかえす,"to repeat, to do something over again",大事なことは繰り返すことで覚えることができます。,You can remember important things by repeating them.
クリスマス,クリスマス,Christmas,クリスマスは家族で楽しい時を過ごす。,Christmas is a time to have fun with family.
狂う,くるう,"to go mad, to get out of order",その事件以降、彼の態度が狂ってしまった。,His attitude has gone awry since that incident.
グループ,グループ,group,学校ではいくつかのグループに分かれて活動します。,"In school, we divide into several groups for activities."
苦しい,くるしい,tough; physically strenuous,彼は試験でとても苦しい思いをした。,He suffered a lot during the exam.
苦しむ,くるしむ,"to suffer, to groan, to be worried",彼女は心配で苦しむことが多い。,She often suffers from worry.
暮れ,くれ,"year end,",年の暮れは家族と一緒に過ごしたい。,I want to spend the end of the year with my family.
苦労,くろう,hardship; suffering,成功するためには苦労が必要だ。,Hard work is necessary for success.
加える,くわえる,"to append, to sum up, to add (up)",新しい要素を加えて問題を解決する。,Adding a new element to solve the problem.
咥える,くわえる,to hold something in the mouth,犬がおもちゃを口に咥えて遊んでいる。,The dog is playing with a toy in its mouth.
詳しい,くわしい,detailed; full; accurate,彼女はその地域について非常に詳しい。,She is very knowledgeable about the area.
加わる,くわわる,"to join in, to accede to",新しいメンバーがグループに加わった。,A new member has joined the group.
訓,くん,native Japanese reading of a Chinese character,中国の文字の読み方は訓読みと音読みに分かれる。,The reading of Chinese characters in Japan is divided into kunyomi and onyomi.
軍,ぐん,"army, force, troops",その国は強力な軍事力を持っている。,That country has a powerful military force.
郡,ぐん,"country, district",我が家の近くには美しい田舎の風景が広がっている郡がある。,"Near our home, there is a county with beautiful rural scenery."
軍隊,ぐんたい,"army, troops",国境を守るために軍隊を配置する。,Deploy troops to defend the border.
訓練,くんれん,"practice, training",警察官は訓練を受けて犯罪者と戦う。,Police officers undergo training to fight criminals.
下,げ,"under, below, beneath",辞書の下にペンがあります。,There is a pen under the dictionary.
計,けい,"plan; sum, total",計画を立てることは重要です。,Planning is crucial.
敬意,けいい,"respect, honor",先生に対して敬意を払いましょう。,Let's show respect to the teacher.
経営,けいえい,"management, administration",この会社の経営は安定しています。,The management of this company is stable.
景気,けいき,"condition, state, business (condition)",景気が回復しつつあります。,The economy is recovering.
傾向,けいこう,"tendency, trend, inclination",最近の若者の傾向はスマートフォン依存度が高い。,The trend among young people these days is a high dependency on smartphones.
警告,けいこく,warning,警官は危険を察知し、警告を発しました。,The police officer sensed danger and issued a warning.
計算,けいさん,"calculation, reckoning",計算ミスを減らすためにもう一度確認しましょう。,Let's double-check to reduce calculation errors.
掲示,けいじ,"notice, bulletin",学校の掲示板にお知らせがあります。,There is an announcement on the school bulletin board.
刑事,けいじ,"criminal case, (police) detective",彼は刑事ドラマが大好きです。,He loves detective dramas.
芸術,げいじゅつ,"(fine) art, the arts",美術は文化的な芸術の一つです。,Art is one of the cultural arts.
契約,けいやく,"contract, compact, agreement",彼らは新しい契約を締結しました。,They have entered into a new contract.
経由,けいゆ,"go by the way, via",日本への航空便は香港経由でした。,The flight to Japan was via Hong Kong.
ケース,ケース,case,このケースには大事な書類が入っています。,Important documents are in this case.
ゲーム,ゲーム,game,友達と一緒にビデオゲームを楽しんでいます。,I'm enjoying video games with friends.
劇,げき,"drama, play",今週末、友達と劇を見に行く予定です。,I plan to go see a play with friends this weekend.
劇場,げきじょう,"theater, playhouse",市内に新しい劇場がオープンしました。,A new theater has opened in the city.
化粧,けしょう,make-up (cosmetic),朝、化粧をするのが楽しみです。,I enjoy putting on makeup in the morning.
けち,けち,"stinginess, miser",けちな性格の人は他人に気を遣わせる。,Stingy people make others uncomfortable.
血液,けつえき,blood,彼の血液型はA型です。,His blood type is type A.
結果,けっか,"result, consequence",努力の結果、合格できました。,"Thanks to my hard work, I passed the exam."
欠陥,けっかん,"defect, fault, deficiency",その製品には欠陥がある。,That product has a defect.
結局,けっきょく,"after all, eventually",結局、映画は良かった。,"In the end, the movie was good."
決心,けっしん,"determination, resolution",彼はダイエットをすると決心した。,He resolved to go on a diet.
欠席,けっせき,"absence, non-attendance",明日は欠席することになりました。,I will be absent tomorrow.
決定,けってい,"decision, determination",会議で重要な決定が行われた。,An important decision was made at the meeting.
欠点,けってん,"faults, defect, weakness",この機械には欠点がある。,This machine has faults.
結論,けつろん,conclusion,討論の結論は一致しました。,The conclusion of the debate was unanimous.
煙,けむり,"smoke, fumes",火事でたくさんの煙が出ていた。,There was a lot of smoke from the fire.
蹴る,ける,to kick,彼はボールを強く蹴った。,He kicked the ball hard.
券,けん,"ticket, certificate",映画の券を2枚買いました。,I bought two movie tickets.
県,けん,prefecture,北海道は日本の最大の県です。,Hokkaido is the largest prefecture in Japan.
見解,けんかい,"opinion, point of view",彼の見解はとても興味深い。,His opinion is very interesting.
限界,げんかい,"limit, bound",努力の限界を超えたい。,I want to exceed the limits of my efforts.
現金,げんきん,cash,お金を持ち運ぶときは現金が便利です。,Cash is convenient when carrying money.
言語,げんご,language,外国の言語を学ぶのは難しい。,Learning a foreign language is difficult.
