Kanji,Reading,Meaning,Japanese Example,English Example
しいんと (する),しいんと (する),"silent (as the grave), (deathly) quiet",葬儀の間はしいんとした静寂が漂っていました。,There was a deathly quiet silence during the funeral.
自衛,じえい,self-defense,国は自衛のために軍隊を組織しています。,The country has organized a military force for self-defense.
塩辛,しおから,salty (taste),砂糖よりも塩辛い味付けが好きです。,I prefer salty seasoning over sweet.
塩辛い,しおからい,salty (taste),このラーメンはとても塩辛いです。,This ramen is very salty.
司会,しかい,"host, chairperson",彼は司会者としてとても上手です。,He is very skillful as a host.
しかく しかくい,しかく しかくい,square,その建物は四角い形をしています。,The building has a square shape.
四角い,しかくい,square,この箱は四角い形をしています。,This box has a square shape.
仕方がない,しかたがない,"it can't be helped, it's inevitable",雨が降ってしまったので、仕方がありません。,"Since it's raining, there's nothing that can be done about it."
時間割,じかんわり,"timetable, schedule",授業の前に時間割を確認しました。,I checked the timetable before class.
四季,しき,four seasons,日本には春夏秋冬の四季があります。,"Japan has four distinct seasons: spring, summer, autumn, and winter."
敷地,しきち,site,その工場跡地に新しいビルが建設される予定です。,A new building is planned to be constructed on the site of the old factory.
敷く,しく,"to spread out, to lay out",母親はテーブルにテーブルクロスを敷いた。,The mother spread a tablecloth on the table.
茂る,しげる,to grow thick,この公園では木々が茂り、風景が美しいです。,"In this park, the trees grow thickly and the scenery is beautiful."
持参,じさん,"bringing, taking, carrying",会議では資料を持参してください。,Please bring your materials to the meeting.
磁石,じしゃく,magnet,冷蔵庫のドアには磁石が付いています。,There are magnets on the refrigerator door.
四捨五入,ししゃごにゅう,rounding up (fractions),計算結果は小数第三位で四捨五入してください。,Please round up the calculation results to the third decimal place.
始終,しじゅう,"continuously, always, constantly",彼は始終元気な人です。,He is always cheerful.
自習,じしゅう,self-study,毎日の自習が成績向上につながります。,Daily self-study leads to academic improvement.
静まる,しずまる,"to quieten down, to calm down",夜が更けて、風が静まった。,"As the night deepened, the wind grew calm."
姿勢,しせい,attitude; posture,正しい姿勢で座ることは大切です。,Sitting with the correct posture is important.
自然科学,しぜんかがく,natural science,生徒たちは理科室で自然科学の実験を行った。,The students conducted experiments in natural science in the science lab.
時速,じそく,speed (per hour),新幹線の時速は時速300キロメートルです。,The shinkansen's speed is 300 kilometers per hour.
子孫,しそん,"descendant, offspring",彼は誇りを持って自分の子孫の伝統を守る。,He proudly upholds the traditions of his descendants.
死体,したい,corpse,警察が川で男性の死体を発見した。,The police discovered a man's corpse in the river.
下書き,したがき,"rough copy, draft",小説家は新しい小説の下書きをしている。,The novelist is working on the draft of a new novel.
自宅,じたく,one's own home (same as 自分の家 (じぶんのいえ)),週末は自宅でゆっくり過ごしたい。,I want to spend a relaxed weekend at home.
下町,したまち,old parts of town,この町は下町の趣が残っている。,This town retains the atmosphere of an old downtown area.
自治,じち,"self-government, autonomy",市民の権利を守るために自治の重要性が強調されている。,The importance of autonomy is emphasized to protect the rights of citizens.
室～,しつ～,room,和室、洋室、押入れなど、部屋を指す言葉はさまざまある。,"There are various words for 'room' such as Japanese-style room, Western-style room, and closet."
実感,じっかん,"feelings, realization",叶えた夢の実感が湧いてきた。,The realization of the dream come true welled up inside.
湿気,しっき,"moisture, humidity, dampness",部屋の湿気を取るために除湿機を使った。,I used a dehumidifier to remove the moisture in the room.
しつこい,しつこい,"insistent, obstinate",彼はしつこい性格で、一度言い始めたら絶対に止めない。,"He has a persistent personality and once he starts talking, he never stops."
実習,じっしゅう,"practice, training",学生たちは病院での実習を通じて実践的な経験を積んでいる。,Students are gaining practical experience through their hospital training.
実績,じっせき,"achievements, actual results",最近の業績や実績をまとめた報告書を提出しなければならない。,We need to submit a report summarizing recent performance and achievements.
湿度,しつど,level of humidity,今日の湿度は高く、ムシムシしている。,"The humidity is high today, making it muggy."
執筆,しっぴつ,writing,彼は新しい小説を執筆中だ。,He is in the process of writing a new novel.
実物,じつぶつ,an actual thing,博物館で実際の実物を見ると、より理解が深まる。,Seeing the actual object at the museum deepens understanding.
しっぽ,しっぽ,tail (animal),猫のしっぽはしなやかで綺麗だ。,The cat's tail is flexible and beautiful.
実用,じつよう,"practical use, utility",この新製品は日常の実用性に優れている。,This new product excels in practical usability for daily life.
実力,じつりょく,"(real) ability, true strength, merit, efficiency, competency",本試合で選手たちの実力が試される。,The players' true abilities will be tested in the upcoming match.
実例,じつれい,"example, instance",問題を解決するために実例を挙げながら説明した。,I explained with specific examples to solve the problem.
しつれいしました (かん),しつれいしました (かん),"Excuse me., I'm sorry.",失礼しました、お忙しいところ申し訳ありません。,"Excuse me, I'm sorry to bother you while you're busy."
失恋,しつれん,"broken heart, unrequited love",彼女は失恋後、しばらく絶望的な気持ちだった。,"After the breakup, she felt despair for a while."
指定,してい,"designation, specification, assignment",この席は指定席ですので、他の席に移動しないでください。,"This seat is reserved, please do not move to another seat."
私鉄,してつ,private railway,都市部では私鉄が主要な交通手段として使われている。,Private railways are used as the main transportation in urban areas.
